"","fw","rw","sum"
"16851",0,36.1,36.1
"16852",0,49.02,49.02
"16853",0,49.02,49.02
"16854",0,49.02,49.02
"16855",0,49.02,49.02
"16856",0,49.02,49.02
"16857",0,194.47,194.47
"16858",0,194.47,194.47
"16859",0,176.85,176.85
"16860",7.85,176.85,184.7
"16861",0,70.62,70.62
"16862",30.1,70.62,100.72
"16863",30.1,70.62,100.72
"16864",30.1,70.62,100.72
"16865",30.1,70.62,100.72
"16866",30.1,NA,NA
"16867",7.85,7.85,15.7
"16868",131.4,83.1,214.5
"16869",7.85,7.85,15.7
"16870",7.85,7.85,15.7
"16871",7.85,7.85,15.7
"16872",7.85,7.85,15.7
"16873",7.85,7.85,15.7
"16874",7.85,7.85,15.7
"16875",7.85,7.85,15.7
"16876",7.85,7.85,15.7
"16877",7.85,7.85,15.7
"16878",7.85,7.85,15.7
"16879",7.85,7.85,15.7
"16880",7.85,7.85,15.7
"16881",7.85,7.85,15.7
"16882",7.85,7.85,15.7
"16883",7.85,7.85,15.7
"16884",7.85,7.85,15.7
"16885",7.85,7.85,15.7
"16886",7.85,7.85,15.7
"16887",7.85,7.85,15.7
"16888",7.85,7.85,15.7
"16889",7.85,7.85,15.7
"16890",7.85,7.85,15.7
"16891",7.85,7.85,15.7
"16892",7.85,7.85,15.7
"16893",7.85,7.85,15.7
"16894",7.85,7.85,15.7
"16895",7.85,7.85,15.7
"16896",7.85,7.85,15.7
"16897",7.85,7.85,15.7
"16898",7.85,7.85,15.7
"16899",7.85,7.85,15.7
"16900",7.85,7.85,15.7
"16901",7.85,7.85,15.7
"16902",7.85,7.85,15.7
"16903",7.85,7.85,15.7
"16904",7.85,7.85,15.7
"16905",7.85,7.85,15.7
"16906",7.85,7.85,15.7
"16907",7.85,7.85,15.7
"16908",7.85,7.85,15.7
"16909",7.85,7.85,15.7
"16910",7.85,7.85,15.7
"16911",7.85,7.85,15.7
"16912",7.85,7.85,15.7
"16913",7.85,7.85,15.7
"16914",7.85,7.85,15.7
"16915",7.85,7.85,15.7
"16916",7.85,7.85,15.7
"16917",7.85,7.85,15.7
"16918",7.85,7.85,15.7
"16919",7.85,7.85,15.7
"16920",0,7.85,7.85
"16921",0,7.85,7.85
"16922",37.95,7.85,45.8
"16923",7.85,7.85,15.7
"16924",7.85,7.85,15.7
"16925",7.85,7.85,15.7
"16926",7.85,7.85,15.7
"16927",7.85,7.85,15.7
"16928",7.85,7.85,15.7
"16929",7.85,7.85,15.7
"16930",7.85,7.85,15.7
"16931",7.85,7.85,15.7
"16932",7.85,7.85,15.7
"16933",7.85,7.85,15.7
"16934",7.85,7.85,15.7
"16935",0,7.85,7.85
"16936",0,7.85,7.85
"16937",0,7.85,7.85
"16938",7.85,7.85,15.7
"16939",0,7.85,7.85
"16940",0,7.85,7.85
"16941",0,7.85,7.85
"16942",0,7.85,7.85
"16943",0,7.85,7.85
"16944",0,7.85,7.85
"16945",0,7.85,7.85
"16946",7.85,7.85,15.7
"16947",0,7.85,7.85
"16948",0,7.85,7.85
"16949",7.85,7.85,15.7
"16950",7.85,7.85,15.7
"16951",7.85,7.85,15.7
"16952",7.85,7.85,15.7
"16953",7.85,7.85,15.7
"16954",7.85,7.85,15.7
"16955",7.85,7.85,15.7
"16956",7.85,7.85,15.7
"16957",7.85,7.85,15.7
"16958",7.85,7.85,15.7
"16959",7.85,7.85,15.7
"16960",7.85,7.85,15.7
"16961",7.85,7.85,15.7
"16962",7.85,7.85,15.7
"16963",7.85,7.85,15.7
"16964",7.85,7.85,15.7
"16965",7.85,7.85,15.7
"16966",7.85,7.85,15.7
"16967",30.1,7.85,37.95
"16968",30.1,7.85,37.95
"16969",30.1,7.85,37.95
"16970",30.1,7.85,37.95
"16971",30.1,7.85,37.95
"16972",30.1,7.85,37.95
"16973",0,7.85,7.85
"16974",0,7.85,7.85
"16975",7.85,7.85,15.7
"16976",7.85,7.85,15.7
"16977",0,7.85,7.85
"16978",0,7.85,7.85
"16979",0,7.85,7.85
"16980",0,7.85,7.85
"16981",0,7.85,7.85
"16982",0,7.85,7.85
"16983",0,7.85,7.85
"16984",0,7.85,7.85
"16985",0,7.85,7.85
"16986",0,7.85,7.85
"16987",0,7.85,7.85
"16988",0,7.85,7.85
"16989",0,7.85,7.85
"16990",0,7.85,7.85
"16991",0,7.85,7.85
"16992",0,7.85,7.85
"16993",0,7.85,7.85
"16994",0,7.85,7.85
"16995",0,7.85,7.85
"16996",0,7.85,7.85
"16997",0,7.85,7.85
"16998",0,7.85,7.85
"16999",0,7.85,7.85
"17000",0,7.85,7.85
"17001",0,7.85,7.85
"17002",30.1,7.85,37.95
"17003",30.1,7.85,37.95
"17004",30.1,7.85,37.95
"17005",30.1,7.85,37.95
"17006",30.1,7.85,37.95
"17007",30.1,29.5,59.6
"17008",30.1,7.85,37.95
"17009",30.1,7.85,37.95
"17010",30.1,37.23,67.33
"17011",30.1,7.85,37.95
"17012",0,7.85,7.85
"17013",7.85,7.85,15.7
"17014",7.85,7.85,15.7
"17015",131.4,NA,NA
"17016",131.4,NA,NA
"17017",131.4,NA,NA
"17018",131.4,NA,NA
"17019",131.4,NA,NA
"17020",131.4,NA,NA
"17021",131.4,NA,NA
"17022",131.4,NA,NA
"17023",131.4,NA,NA
"17024",131.4,NA,NA
"17025",131.4,NA,NA
"17026",131.4,NA,NA
"17027",131.4,NA,NA
"17028",131.4,NA,NA
"17029",131.4,NA,NA
"17030",131.4,NA,NA
"17031",131.4,NA,NA
"17032",131.4,NA,NA
"17033",131.4,NA,NA
"17034",131.4,NA,NA
"17035",131.4,NA,NA
"17036",131.4,NA,NA
"17037",131.4,NA,NA
"17038",131.4,NA,NA
"17039",131.4,NA,NA
"17040",131.4,NA,NA
"17041",131.4,NA,NA
"17042",131.4,NA,NA
"17043",131.4,NA,NA
"17044",131.4,NA,NA
"17045",131.4,NA,NA
"17046",131.4,NA,NA
"17047",131.4,NA,NA
"17048",131.4,NA,NA
"17049",131.4,NA,NA
"17050",131.4,NA,NA
"17051",131.4,NA,NA
"17052",131.4,NA,NA
"17053",131.4,NA,NA
"17054",131.4,NA,NA
"17055",131.4,NA,NA
"17056",131.4,NA,NA
"17057",131.4,NA,NA
"17058",131.4,NA,NA
"17059",131.4,NA,NA
"17060",131.4,NA,NA
"17061",131.4,NA,NA
"17062",131.4,NA,NA
"17063",131.4,NA,NA
"17064",131.4,NA,NA
"17065",131.4,NA,NA
"17066",131.4,NA,NA
"17067",131.4,NA,NA
"17068",131.4,NA,NA
"17069",131.4,NA,NA
"17070",131.4,NA,NA
"17071",131.4,NA,NA
"17072",131.4,NA,NA
"17073",131.4,NA,NA
"17074",131.4,NA,NA
"17075",30.1,NA,NA
"17076",131.4,NA,NA
"17077",30.1,NA,NA
"17078",30.1,NA,NA
"17079",30.1,NA,NA
"17080",30.1,NA,NA
"17081",30.1,NA,NA
"17082",30.1,NA,NA
"17083",30.1,NA,NA
"17084",30.1,NA,NA
"17085",30.1,NA,NA
"17086",131.4,NA,NA
"17087",30.1,NA,NA
"17088",30.1,NA,NA
"17089",30.1,NA,NA
"17090",131.4,NA,NA
"17091",30.1,NA,NA
"17092",30.1,NA,NA
"17093",131.4,NA,NA
"17094",131.4,NA,NA
"17095",131.4,NA,NA
"17096",131.4,NA,NA
"17097",131.4,NA,NA
"17098",131.4,NA,NA
"17099",131.4,NA,NA
"17100",131.4,NA,NA
"17101",131.4,NA,NA
"17102",131.4,NA,NA
"17103",131.4,NA,NA
"17104",131.4,NA,NA
"17105",131.4,NA,NA
"17106",131.4,NA,NA
"17107",131.4,NA,NA
"17108",131.4,NA,NA
"17109",131.4,NA,NA
"17110",131.4,NA,NA
"17111",131.4,NA,NA
"17112",131.4,NA,NA
"17113",131.4,NA,NA
"17114",131.4,NA,NA
"17115",131.4,NA,NA
"17116",131.4,NA,NA
"17117",131.4,NA,NA
"17118",131.4,NA,NA
"17119",131.4,NA,NA
"17120",131.4,NA,NA
"17121",131.4,NA,NA
"17122",131.4,NA,NA
"17123",131.4,NA,NA
"17124",131.4,NA,NA
"17125",131.4,NA,NA
"17126",131.4,NA,NA
"17127",131.4,NA,NA
"17128",131.4,NA,NA
"17129",131.4,NA,NA
"17130",131.4,NA,NA
"17131",131.4,NA,NA
"17132",131.4,NA,NA
"17133",131.4,NA,NA
"17134",131.4,NA,NA
"17135",131.4,NA,NA
"17136",131.4,NA,NA
"17137",131.4,NA,NA
"17138",131.4,NA,NA
"17139",131.4,NA,NA
"17140",131.4,NA,NA
"17141",131.4,NA,NA
"17142",131.4,NA,NA
"17143",131.4,NA,NA
"17144",131.4,NA,NA
"17145",131.4,NA,NA
"17146",131.4,NA,NA
"17147",131.4,NA,NA
"17148",131.4,NA,NA
"17149",131.4,NA,NA
"17150",131.4,NA,NA
"17151",131.4,NA,NA
"17152",131.4,NA,NA
"17153",131.4,NA,NA
"17154",131.4,NA,NA
"17155",131.4,NA,NA
"17156",131.4,NA,NA
"17157",131.4,NA,NA
"17158",131.4,NA,NA
"17159",131.4,NA,NA
"17160",131.4,NA,NA
"17161",131.4,NA,NA
"17162",131.4,NA,NA
"17163",131.4,NA,NA
"17164",131.4,NA,NA
"17165",131.4,NA,NA
"17166",131.4,NA,NA
"17167",131.4,NA,NA
"17168",131.4,NA,NA
"17169",131.4,NA,NA
"17170",131.4,NA,NA
"17171",131.4,NA,NA
"17172",131.4,NA,NA
"17173",131.4,NA,NA
"17174",131.4,NA,NA
"17175",131.4,NA,NA
"17176",131.4,NA,NA
"17177",131.4,NA,NA
"17178",131.4,NA,NA
"17179",131.4,NA,NA
"17180",131.4,NA,NA
"17181",131.4,NA,NA
"17182",131.4,NA,NA
"17183",131.4,NA,NA
"17184",131.4,NA,NA
"17185",131.4,NA,NA
"17186",0,NA,NA
"17187",0,NA,NA
"17188",0,NA,NA
"17189",0,NA,NA
"17190",0,NA,NA
"17191",0,NA,NA
"17192",0,NA,NA
"17193",0,NA,NA
"17194",0,NA,NA
"17195",0,NA,NA
"17196",0,NA,NA
"17197",0,NA,NA
"17198",0,NA,NA
"17199",0,NA,NA
"17200",0,NA,NA
"17201",0,NA,NA
"17202",139.25,NA,NA
"17203",139.25,NA,NA
"17204",139.25,NA,NA
"17205",139.25,NA,NA
"17206",139.25,NA,NA
"17207",139.25,NA,NA
"17208",139.25,NA,NA
"17209",139.25,NA,NA
"17210",139.25,NA,NA
"17211",139.25,NA,NA
"17212",139.25,NA,NA
"17213",139.25,NA,NA
"17214",139.25,NA,NA
"17215",139.25,NA,NA
"17216",139.25,NA,NA
"17217",139.25,NA,NA
"17218",139.25,NA,NA
"17219",139.25,NA,NA
"17220",139.25,NA,NA
"17221",139.25,NA,NA
"17222",30.1,NA,NA
"17223",30.1,NA,NA
"17224",30.1,NA,NA
"17225",30.1,NA,NA
"17226",30.1,NA,NA
"17227",30.1,NA,NA
"17228",0,NA,NA
"17229",35.6,15.7,51.3
"17230",441.2,158.1,599.3
"17231",0,83.1,83.1
"17232",7.85,NA,NA
"17233",30.1,49.02,79.12
"17234",30.1,49.02,79.12
"17235",0,49.02,49.02
"17236",30.1,49.02,79.12
"17237",30.1,49.02,79.12
"17238",30.1,33.32,63.42
"17239",30.1,49.02,79.12
"17240",30.1,49.02,79.12
"17241",30.1,49.02,79.12
"17242",30.1,49.02,79.12
"17243",0,49.02,49.02
"17244",0,49.02,49.02
"17245",30.1,49.02,79.12
"17246",30.1,25.47,55.57
"17247",30.1,25.47,55.57
"17248",30.1,25.47,55.57
"17249",30.1,25.47,55.57
"17250",30.1,25.47,55.57
"17251",30.1,49.02,79.12
"17252",30.1,49.02,79.12
"17253",30.1,49.02,79.12
"17254",30.1,49.02,79.12
"17255",30.1,49.02,79.12
"17256",30.1,49.02,79.12
"17257",30.1,49.02,79.12
"17258",30.1,49.02,79.12
"17259",30.1,49.02,79.12
"17260",30.1,49.02,79.12
"17261",30.1,49.02,79.12
"17262",30.1,49.02,79.12
"17263",30.1,49.02,79.12
"17264",30.1,49.02,79.12
"17265",30.1,49.02,79.12
"17266",30.1,49.02,79.12
"17267",30.1,49.02,79.12
"17268",30.1,49.02,79.12
"17269",30.1,49.02,79.12
"17270",30.1,49.02,79.12
"17271",30.1,49.02,79.12
"17272",30.1,49.02,79.12
"17273",30.1,49.02,79.12
"17274",30.1,49.02,79.12
"17275",30.1,49.02,79.12
"17276",30.1,49.02,79.12
"17277",30.1,49.02,79.12
"17278",30.1,49.02,79.12
"17279",30.1,25.47,55.57
"17280",30.1,49.02,79.12
"17281",30.1,49.02,79.12
"17282",30.1,49.02,79.12
"17283",30.1,49.02,79.12
"17284",30.1,49.02,79.12
"17285",30.1,49.02,79.12
"17286",30.1,49.02,79.12
"17287",0,49.02,49.02
"17288",0,49.02,49.02
"17289",0,49.02,49.02
"17290",0,49.02,49.02
"17291",0,49.02,49.02
"17292",30.1,49.02,79.12
"17293",0,49.02,49.02
"17294",0,49.02,49.02
"17295",0,49.02,49.02
"17296",0,49.02,49.02
"17297",0,49.02,49.02
"17298",0,49.02,49.02
"17299",0,49.02,49.02
"17300",0,49.02,49.02
"17301",30.1,49.02,79.12
"17302",30.1,49.02,79.12
"17303",30.1,49.02,79.12
"17304",30.1,49.02,79.12
"17305",0,49.02,49.02
"17306",0,49.02,49.02
"17307",30.1,49.02,79.12
"17308",30.1,49.02,79.12
"17309",30.1,49.02,79.12
"17310",30.1,49.02,79.12
"17311",30.1,49.02,79.12
"17312",30.1,49.02,79.12
"17313",30.1,49.02,79.12
"17314",30.1,49.02,79.12
"17315",0,49.02,49.02
"17316",30.1,49.02,79.12
"17317",30.1,49.02,79.12
"17318",0,49.02,49.02
"17319",0,49.02,49.02
"17320",0,49.02,49.02
"17321",30.1,49.02,79.12
"17322",30.1,49.02,79.12
"17323",30.1,49.02,79.12
"17324",30.1,NA,NA
"17325",30.1,49.02,79.12
"17326",30.1,49.02,79.12
"17327",30.1,49.02,79.12
"17328",30.1,49.02,79.12
"17329",30.1,49.02,79.12
"17330",30.1,49.02,79.12
"17331",30.1,49.02,79.12
"17332",30.1,49.02,79.12
"17333",30.1,49.02,79.12
"17334",30.1,49.02,79.12
"17335",30.1,49.02,79.12
"17336",30.1,49.02,79.12
"17337",30.1,49.02,79.12
"17338",30.1,49.02,79.12
"17339",30.1,49.02,79.12
"17340",0,49.02,49.02
"17341",0,31.4,31.4
"17342",139.25,7.85,147.1
"17343",0,33.32,33.32
"17344",0,107.44,107.44
"17345",0,124.27,124.27
"17346",0,51.8,51.8
"17347",0,15.7,15.7
"17348",0,31.4,31.4
"17349",0,49.02,49.02
"17350",0,49.02,49.02
"17351",0,49.02,49.02
"17352",30.1,NA,NA
"17353",NA,7.85,NA
"17354",0,7.85,7.85
"17355",0,7.85,7.85
"17356",0,7.85,7.85
"17357",0,7.85,7.85
"17358",0,49.02,49.02
"17359",0,7.85,7.85
"17360",0,7.85,7.85
"17361",0,7.85,7.85
"17362",0,7.85,7.85
"17363",0,7.85,7.85
"17364",0,49.02,49.02
"17365",0,7.85,7.85
"17366",0,7.85,7.85
"17367",0,7.85,7.85
"17368",0,49.02,49.02
"17369",0,7.85,7.85
"17370",0,7.85,7.85
"17371",0,7.85,7.85
"17372",0,7.85,7.85
"17373",0,7.85,7.85
"17374",0,7.85,7.85
"17375",0,7.85,7.85
"17376",0,7.85,7.85
"17377",0,7.85,7.85
"17378",0,7.85,7.85
"17379",0,7.85,7.85
"17380",0,7.85,7.85
"17381",0,25.47,25.47
"17382",0,7.85,7.85
"17383",0,7.85,7.85
"17384",0,25.47,25.47
"17385",0,7.85,7.85
"17386",0,7.85,7.85
"17387",7.85,25.47,33.32
"17388",0,7.85,7.85
"17389",0,7.85,7.85
"17390",0,49.02,49.02
"17391",0,7.85,7.85
"17392",0,7.85,7.85
"17393",0,49.02,49.02
"17394",0,7.85,7.85
"17395",35.6,49.02,84.62
"17396",35.6,49.02,84.62
"17397",35.6,49.02,84.62
"17398",7.85,15.7,23.55
"17399",7.85,15.7,23.55
"17400",7.85,15.7,23.55
"17401",7.85,15.7,23.55
"17402",7.85,45.08,52.93
"17403",7.85,60.85,68.7
"17404",7.85,45.08,52.93
"17405",7.85,15.7,23.55
"17406",7.85,15.7,23.55
"17407",7.85,45.08,52.93
"17408",7.85,45.08,52.93
"17409",7.85,45.08,52.93
"17410",7.85,45.08,52.93
"17411",7.85,15.7,23.55
"17412",0,15.7,15.7
"17413",0,15.7,15.7
"17414",0,15.7,15.7
"17415",0,15.7,15.7
"17416",0,15.7,15.7
"17417",0,15.7,15.7
"17418",0,15.7,15.7
"17419",0,15.7,15.7
"17420",0,15.7,15.7
"17421",0,15.7,15.7
"17422",0,15.7,15.7
"17423",0,15.7,15.7
"17424",0,15.7,15.7
"17425",0,15.7,15.7
"17426",0,15.7,15.7
"17427",NA,15.7,NA
"17428",7.85,15.7,23.55
"17429",7.85,15.7,23.55
"17430",7.85,15.7,23.55
"17431",7.85,15.7,23.55
"17432",7.85,15.7,23.55
"17433",7.85,15.7,23.55
"17434",7.85,15.7,23.55
"17435",7.85,15.7,23.55
"17436",7.85,15.7,23.55
"17437",7.85,15.7,23.55
"17438",7.85,15.7,23.55
"17439",7.85,15.7,23.55
"17440",7.85,15.7,23.55
"17441",7.85,15.7,23.55
"17442",7.85,15.7,23.55
"17443",7.85,15.7,23.55
"17444",7.85,15.7,23.55
"17445",7.85,15.7,23.55
"17446",30.1,83.1,113.2
"17447",30.1,83.1,113.2
"17448",30.1,83.1,113.2
"17449",0,31.4,31.4
"17450",0,31.4,31.4
"17451",0,31.4,31.4
"17452",0,31.4,31.4
"17453",0,31.4,31.4
"17454",0,31.4,31.4
"17455",0,31.4,31.4
"17456",0,31.4,31.4
"17457",0,31.4,31.4
"17458",0,31.4,31.4
"17459",0,31.4,31.4
"17460",0,31.4,31.4
"17461",0,31.4,31.4
"17462",0,31.4,31.4
"17463",0,31.4,31.4
"17464",0,31.4,31.4
"17465",0,31.4,31.4
"17466",0,31.4,31.4
"17467",0,31.4,31.4
"17468",0,31.4,31.4
"17469",0,31.4,31.4
"17470",0,31.4,31.4
"17471",0,31.4,31.4
"17472",0,31.4,31.4
"17473",0,31.4,31.4
"17474",0,31.4,31.4
"17475",0,31.4,31.4
"17476",0,31.4,31.4
"17477",0,31.4,31.4
"17478",0,31.4,31.4
"17479",0,31.4,31.4
"17480",0,31.4,31.4
"17481",0,31.4,31.4
"17482",0,31.4,31.4
"17483",0,31.4,31.4
"17484",0,31.4,31.4
"17485",0,31.4,31.4
"17486",0,31.4,31.4
"17487",0,31.4,31.4
"17488",0,31.4,31.4
"17489",0,31.4,31.4
"17490",0,31.4,31.4
"17491",0,31.4,31.4
"17492",0,31.4,31.4
"17493",0,31.4,31.4
"17494",0,31.4,31.4
"17495",0,31.4,31.4
"17496",0,31.4,31.4
"17497",0,31.4,31.4
"17498",0,31.4,31.4
"17499",0,31.4,31.4
"17500",0,31.4,31.4
"17501",0,31.4,31.4
"17502",0,31.4,31.4
"17503",0,31.4,31.4
"17504",0,31.4,31.4
"17505",0,31.4,31.4
"17506",0,31.4,31.4
"17507",0,31.4,31.4
"17508",0,31.4,31.4
"17509",0,31.4,31.4
"17510",0,31.4,31.4
"17511",0,25.47,25.47
"17512",0,25.47,25.47
"17513",0,25.47,25.47
"17514",0,25.47,25.47
"17515",0,25.47,25.47
"17516",0,25.47,25.47
"17517",0,25.47,25.47
"17518",0,25.47,25.47
"17519",0,25.47,25.47
"17520",0,25.47,25.47
"17521",0,25.47,25.47
"17522",0,25.47,25.47
"17523",0,25.47,25.47
"17524",0,25.47,25.47
"17525",0,25.47,25.47
"17526",0,25.47,25.47
"17527",0,25.47,25.47
"17528",0,25.47,25.47
"17529",0,25.47,25.47
"17530",0,25.47,25.47
"17531",0,25.47,25.47
"17532",0,25.47,25.47
"17533",0,25.47,25.47
"17534",0,25.47,25.47
"17535",0,25.47,25.47
"17536",35.6,NA,NA
"17537",35.6,7.85,43.45
"17538",35.6,7.85,43.45
"17539",35.6,7.85,43.45
"17540",35.6,7.85,43.45
"17541",35.6,7.85,43.45
"17542",35.6,7.85,43.45
"17543",35.6,7.85,43.45
"17544",0,33.32,33.32
"17545",0,33.32,33.32
"17546",0,33.32,33.32
"17547",35.6,7.85,43.45
"17548",0,49.02,49.02
"17549",0,49.02,49.02
"17550",NA,25.47,NA
"17551",0,7.85,7.85
"17552",7.85,25.47,33.32
"17553",7.85,25.47,33.32
"17554",NA,25.47,NA
"17555",7.85,25.47,33.32
"17556",NA,25.47,NA
"17557",NA,25.47,NA
"17558",NA,25.47,NA
"17559",NA,25.47,NA
"17560",NA,25.47,NA
"17561",NA,25.47,NA
"17562",NA,33.32,NA
"17563",NA,25.47,NA
"17564",NA,33.32,NA
"17565",NA,25.47,NA
"17566",NA,49.02,NA
"17567",0,49.02,49.02
"17568",0,49.02,49.02
"17569",0,49.02,49.02
"17570",0,49.02,49.02
"17571",0,49.02,49.02
"17572",0,49.02,49.02
"17573",0,49.02,49.02
"17574",0,49.02,49.02
"17575",0,49.02,49.02
"17576",0,49.02,49.02
"17577",0,49.02,49.02
"17578",0,49.02,49.02
"17579",0,49.02,49.02
"17580",0,49.02,49.02
"17581",0,49.02,49.02
"17582",30.1,15.7,45.8
"17583",30.1,15.7,45.8
"17584",30.1,15.7,45.8
"17585",30.1,15.7,45.8
"17586",37.95,63.49,101.44
"17587",7.85,60.78,68.63
"17588",0,28.25,28.25
"17589",0,28.25,28.25
"17590",0,28.25,28.25
"17591",0,28.25,28.25
"17592",0,28.25,28.25
"17593",0,28.25,28.25
"17594",0,28.25,28.25
"17595",0,28.25,28.25
"17596",0,28.25,28.25
"17597",0,28.25,28.25
"17598",0,28.25,28.25
"17599",0,28.25,28.25
"17600",0,28.25,28.25
"17601",0,28.25,28.25
"17602",0,28.25,28.25
"17603",0,28.25,28.25
"17604",0,28.25,28.25
"17605",0,28.25,28.25
"17606",0,28.25,28.25
"17607",0,28.25,28.25
"17608",0,28.25,28.25
"17609",0,28.25,28.25
"17610",0,28.25,28.25
"17611",0,28.25,28.25
"17612",0,28.25,28.25
"17613",0,28.25,28.25
"17614",0,28.25,28.25
"17615",0,28.25,28.25
"17616",0,28.25,28.25
"17617",0,28.25,28.25
"17618",0,28.25,28.25
"17619",0,28.25,28.25
"17620",0,28.25,28.25
"17621",0,28.25,28.25
"17622",0,28.25,28.25
"17623",0,28.25,28.25
"17624",0,28.25,28.25
"17625",0,28.25,28.25
"17626",0,28.25,28.25
"17627",0,28.25,28.25
"17628",0,28.25,28.25
"17629",0,28.25,28.25
"17630",0,28.25,28.25
"17631",0,28.25,28.25
"17632",0,28.25,28.25
"17633",0,28.25,28.25
"17634",0,28.25,28.25
"17635",0,28.25,28.25
"17636",0,28.25,28.25
"17637",0,28.25,28.25
"17638",0,28.25,28.25
"17639",0,28.25,28.25
"17640",0,28.25,28.25
"17641",0,28.25,28.25
"17642",0,28.25,28.25
"17643",0,28.25,28.25
"17644",0,28.25,28.25
"17645",0,28.25,28.25
"17646",0,28.25,28.25
"17647",0,28.25,28.25
"17648",0,28.25,28.25
"17649",0,28.25,28.25
"17650",0,28.25,28.25
"17651",0,28.25,28.25
"17652",0,28.25,28.25
"17653",0,28.25,28.25
"17654",0,28.25,28.25
"17655",0,28.25,28.25
"17656",0,28.25,28.25
"17657",0,28.25,28.25
"17658",0,28.25,28.25
"17659",0,28.25,28.25
"17660",0,28.25,28.25
"17661",0,28.25,28.25
"17662",0,28.25,28.25
"17663",0,28.25,28.25
"17664",0,28.25,28.25
"17665",0,28.25,28.25
"17666",0,75.25,75.25
"17667",0,75.25,75.25
"17668",0,75.25,75.25
"17669",0,75.25,75.25
"17670",0,75.25,75.25
"17671",0,75.25,75.25
"17672",0,75.25,75.25
"17673",0,75.25,75.25
"17674",0,75.25,75.25
"17675",0,75.25,75.25
"17676",0,75.25,75.25
"17677",0,75.25,75.25
"17678",0,75.25,75.25
"17679",0,75.25,75.25
"17680",0,75.25,75.25
"17681",0,75.25,75.25
"17682",0,75.25,75.25
"17683",0,75.25,75.25
"17684",0,75.25,75.25
"17685",0,75.25,75.25
"17686",0,75.25,75.25
"17687",0,75.25,75.25
"17688",0,75.25,75.25
"17689",0,75.25,75.25
"17690",0,75.25,75.25
"17691",0,75.25,75.25
"17692",0,75.25,75.25
"17693",0,75.25,75.25
"17694",0,75.25,75.25
"17695",0,75.25,75.25
"17696",0,75.25,75.25
"17697",0,75.25,75.25
"17698",0,75.25,75.25
"17699",0,75.25,75.25
"17700",0,75.25,75.25
"17701",0,75.25,75.25
"17702",0,75.25,75.25
"17703",0,75.25,75.25
"17704",0,75.25,75.25
"17705",0,75.25,75.25
"17706",0,75.25,75.25
"17707",0,75.25,75.25
"17708",0,75.25,75.25
"17709",0,75.25,75.25
"17710",0,75.25,75.25
"17711",0,75.25,75.25
"17712",0,75.25,75.25
"17713",0,75.25,75.25
"17714",0,75.25,75.25
"17715",0,75.25,75.25
"17716",0,75.25,75.25
"17717",0,75.25,75.25
"17718",0,75.25,75.25
"17719",0,75.25,75.25
"17720",0,75.25,75.25
"17721",0,75.25,75.25
"17722",0,75.25,75.25
"17723",0,75.25,75.25
"17724",0,75.25,75.25
"17725",0,75.25,75.25
"17726",0,75.25,75.25
"17727",0,75.25,75.25
"17728",0,75.25,75.25
"17729",0,75.25,75.25
"17730",0,75.25,75.25
"17731",0,75.25,75.25
"17732",0,75.25,75.25
"17733",0,75.25,75.25
"17734",0,75.25,75.25
"17735",0,75.25,75.25
"17736",0,75.25,75.25
"17737",0,75.25,75.25
"17738",0,75.25,75.25
"17739",0,75.25,75.25
"17740",0,75.25,75.25
"17741",0,75.25,75.25
"17742",0,75.25,75.25
"17743",0,75.25,75.25
"17744",0,75.25,75.25
"17745",0,75.25,75.25
"17746",0,75.25,75.25
"17747",0,83.1,83.1
"17748",0,75.25,75.25
"17749",0,75.25,75.25
"17750",0,7.85,7.85
"17751",0,7.85,7.85
"17752",0,7.85,7.85
"17753",0,7.85,7.85
"17754",0,7.85,7.85
"17755",0,7.85,7.85
"17756",0,7.85,7.85
"17757",0,7.85,7.85
"17758",0,7.85,7.85
"17759",0,7.85,7.85
"17760",0,7.85,7.85
"17761",0,7.85,7.85
"17762",0,7.85,7.85
"17763",0,7.85,7.85
"17764",0,7.85,7.85
"17765",0,7.85,7.85
"17766",0,7.85,7.85
"17767",0,7.85,7.85
"17768",0,7.85,7.85
"17769",0,7.85,7.85
"17770",7.85,49.02,56.87
"17771",7.85,49.02,56.87
"17772",7.85,49.02,56.87
"17773",7.85,49.02,56.87
"17774",7.85,49.02,56.87
"17775",7.85,49.02,56.87
"17776",7.85,49.02,56.87
"17777",7.85,49.02,56.87
"17778",7.85,49.02,56.87
"17779",7.85,49.02,56.87
"17780",7.85,49.02,56.87
"17781",7.85,49.02,56.87
"17782",7.85,49.02,56.87
"17783",7.85,49.02,56.87
"17784",7.85,49.02,56.87
"17785",7.85,49.02,56.87
"17786",7.85,49.02,56.87
"17787",7.85,49.02,56.87
"17788",7.85,49.02,56.87
"17789",7.85,49.02,56.87
"17790",7.85,49.02,56.87
"17791",7.85,49.02,56.87
"17792",7.85,49.02,56.87
"17793",7.85,49.02,56.87
"17794",7.85,49.02,56.87
"17795",7.85,49.02,56.87
"17796",7.85,49.02,56.87
"17797",7.85,49.02,56.87
"17798",7.85,49.02,56.87
"17799",7.85,49.02,56.87
"17800",7.85,49.02,56.87
"17801",7.85,49.02,56.87
"17802",7.85,49.02,56.87
"17803",7.85,49.02,56.87
"17804",7.85,49.02,56.87
"17805",7.85,49.02,56.87
"17806",7.85,49.02,56.87
"17807",7.85,49.02,56.87
"17808",7.85,49.02,56.87
"17809",7.85,49.02,56.87
